update,global_step,mean_reward,done_rate,policy_loss,value_loss,entropy,approx_kl,explained_variance,steps_per_second,device,policy_mode,residual_scale
13,79872,0.33935117721557617,0.0055338540114462376,-0.0010257347797354062,603.0045505099827,3.1176637013753257,0.0008292519713803711,0.020638465881347656,324.0434386344611,cuda,residual_expert,0.4
14,86016,0.28416600823402405,0.0035807292442768812,-6.526336073875427e-05,384.0186021592882,3.1177216635810003,0.0013718652092696477,0.022830486297607422,334.06354573274274,cuda,residual_expert,0.4
15,92160,0.3657432496547699,0.0055338540114462376,-0.0010601274876130952,621.5022243923611,3.1174752712249756,0.0009268008159577019,0.026844143867492676,328.96372232729965,cuda,residual_expert,0.4
16,98304,0.2862856686115265,0.00390625,-0.0019285908589760463,423.14405653211804,3.117413282394409,0.0012294671549979183,0.019411146640777588,334.9988873692302,cuda,residual_expert,0.4
17,104448,0.27561065554618835,0.0052083334885537624,-0.001303184958588746,501.51537068684894,3.1169778770870633,0.0009736553183756769,0.030594050884246826,316.24793151332256,cuda,residual_expert,0.4
18,110592,0.34725847840309143,0.0045572915114462376,-0.0018695825193491247,524.324974907769,3.11745646264818,0.0009045704145036223,0.046650469303131104,336.5279255594106,cuda,residual_expert,0.4
19,116736,0.3084799349308014,0.0045572915114462376,-0.0017014768802457387,507.16727023654516,3.1187616984049478,0.0020733974072047407,0.02150869369506836,318.9385333248392,cuda,residual_expert,0.4
20,122880,0.32160207629203796,0.0052083334885537624,-0.00148944023789631,534.9247233072916,3.119777202606201,0.0010393042078552146,0.038223087787628174,326.80080650054083,cuda,residual_expert,0.4
21,129024,0.2920134961605072,0.0045572915114462376,0.00015976916377743086,501.4812588161892,3.1209715207417807,0.0009481118241738942,0.05401265621185303,323.8175893858438,cuda,residual_expert,0.4
22,135168,0.25142860412597656,0.00390625,-4.8104311443037455e-05,418.2601793077257,3.1217999193403454,0.0006281526196592798,0.0479549765586853,319.61988173489686,cuda,residual_expert,0.4
23,141312,0.36454787850379944,0.0061848959885537624,-0.0014890531698862712,643.2956882052952,3.1228102842966714,0.0018103012601689745,0.03905206918716431,335.6308286730325,cuda,residual_expert,0.4
24,147456,0.2786795198917389,0.00390625,0.003297861355046431,433.49237738715277,3.1237508985731335,0.0029638469018714707,0.06353640556335449,328.2579394896847,cuda,residual_expert,0.4
25,153600,0.3190895617008209,0.0045572915114462376,0.0001817637433608373,510.027838812934,3.124213695526123,0.0010996855724240756,0.04118138551712036,325.27635624415035,cuda,residual_expert,0.4
26,159744,0.3638569414615631,0.0045572915114462376,-0.001219734808223115,490.68743896484375,3.1244045893351235,0.0008785490515745349,0.05414456129074097,346.11689265019515,cuda,residual_expert,0.4
27,165888,0.3121861219406128,0.0045572915114462376,-0.0006735075472129716,478.2163323296441,3.1249312824673123,0.0006560535564656473,0.06658989191055298,318.08549525868204,cuda,residual_expert,0.4
28,172032,0.3276914656162262,0.0052083334885537624,-0.0008183851217230161,506.10352918836804,3.125744183858236,0.0006622818925987101,0.05812108516693115,326.56339144448685,cuda,residual_expert,0.4
29,178176,0.29050561785697937,0.0045572915114462376,-0.0009278707309729523,499.5824144151476,3.127106693055895,0.0009075401531946328,0.06929934024810791,310.9943104515729,cuda,residual_expert,0.4
30,184320,0.2997714579105377,0.0052083334885537624,-0.0009584699033035173,568.2896457248264,3.1284595595465765,0.0009217986468380938,0.06736695766448975,310.12995404389375,cuda,residual_expert,0.4
31,190464,0.2657158672809601,0.0045572915114462376,-0.0007384700907601251,448.97666422526044,3.129247056113349,0.0007672673899732116,0.12828201055526733,293.77575697138127,cuda,residual_expert,0.4
32,196608,0.30687734484672546,0.0048828125,-0.0003158532910876804,492.42693413628473,3.1303376886579724,0.0009829320543859568,0.06778073310852051,326.5888198809765,cuda,residual_expert,0.4
33,202752,0.33231309056282043,0.0048828125,-0.0003937761713233259,550.9869113498264,3.1319739288753934,0.000626666089778559,0.08283942937850952,335.6647723546536,cuda,residual_expert,0.4
34,208896,0.31765255331993103,0.0035807292442768812,-0.0012438891248570548,409.7967766655816,3.1338620715671115,0.0009756122470005519,0.04391801357269287,337.46617187122524,cuda,residual_expert,0.4
35,215040,0.319865345954895,0.0048828125,-0.00040932568824953504,522.6260240342882,3.1358220842149525,0.0008984521522911058,0.07227790355682373,323.3431807820897,cuda,residual_expert,0.4
36,221184,0.31315878033638,0.0055338540114462376,-0.0023955925781693724,550.9640774197048,3.1369357109069824,0.0011277991676858317,0.07827460765838623,324.14427790296946,cuda,residual_expert,0.4
